title,href
"Replication Data for: Foreign Aid, Human Rights and Democracy Promotion: Evidence from a Natural Experiment",/dataset.xhtml?persistentId=doi:10.7910/DVN/PLLBQJ
Replication Data for: Language Shapes People’s Time Perspective and Support for Future-Oriented Policies,/dataset.xhtml?persistentId=doi:10.7910/DVN/Q8CSU8
Replication Data for: Computer-Assisted Keyword and Document Set Discovery from Unstructured Text,/dataset.xhtml?persistentId=doi:10.7910/DVN/FMJDCD
Replication Data for: Identifying the Source of Incumbency Advantage through a Constitutional Reform,/dataset.xhtml?persistentId=doi:10.7910/DVN/DJ2DPZ
Replication Data for: Racial Inequality in Democratic Accountability: Evidence from Retrospective Voting in Local Elections,/dataset.xhtml?persistentId=doi:10.7910/DVN/W2HZSO
Replication Data for: Spatial Models of Legislative Effectiveness,/dataset.xhtml?persistentId=doi:10.7910/DVN/BXXWWW
Replication Data for: Foreign Aid and Undeserved Credit Claiming,/dataset.xhtml?persistentId=doi:10.7910/DVN/IXWZZO
"Replication Data for: Race, Representation, and the Voting Rights Act",/dataset.xhtml?persistentId=doi:10.7910/DVN/S9MIJU
Replication Data for: Ethnic Networks,/dataset.xhtml?persistentId=doi:10.7910/DVN/W1TDGZ
"Replication Data for: A House Divided? Roll Calls, Polarization, and Policy Differences in the U.S. House, 1877–2011",/dataset.xhtml?persistentId=doi:10.7910/DVN/KUWA5X
Replication Data for: Informed Preferences? The Impact of Unions on Workers' Policy Views,/dataset.xhtml?persistentId=doi:10.7910/DVN/FZI6NO
"Replication Data for: The Strategic Shuffle: Ethnic Geography, the Internal Security Apparatus, and Elections in Kenya",/dataset.xhtml?persistentId=doi:10.7910/DVN/WPKTKJ
Replication Data for: Gone with the Wind: Federalism and the Strategic Location of Air Polluters,/dataset.xhtml?persistentId=doi:10.7910/DVN/EBF7XW
Replication Data for: Unlikely Democrats: Economic Elite Uncertainty Under Dictatorship and Support for Democratization,/dataset.xhtml?persistentId=doi:10.7910/DVN/3DMNPE
Replication Data for: The Majority-Minority Divide in Attitudes toward Internal Migration: Evidence from Mumbai,/dataset.xhtml?persistentId=doi:10.7910/DVN/WOI8EU
Replication Data for: Ideologically Sophisticated Donors: Which Candidates Do Individual Contributors Finance?,/dataset.xhtml?persistentId=doi:10.7910/DVN/DTFR60
Replication Data for: Predicting and Interpolating State-level Polls using Twitter Textual Data,/dataset.xhtml?persistentId=doi:10.7910/DVN/RJAUNW
Replication Data for: Inside Irredentism: A Global Empirical Analysis,/dataset.xhtml?persistentId=doi:10.7910/DVN/X88LYH
Replication Data for: All in the Family: Partisan Disagreement and Electoral Mobilization in Intimate Networks - a Spillover Experiment,/dataset.xhtml?persistentId=doi:10.7910/DVN/ZFLG25
Replication Data for: The Balance-Sample Size Frontier in Matching Methods for Causal Inference,/dataset.xhtml?persistentId=doi:10.7910/DVN/SURSEO
Replication Data for: Mining and Local Corruption in Africa,/dataset.xhtml?persistentId=doi:10.7910/DVN/ZSYWHO
Replication Data for: Macro Implementation: Testing the Causal Paths from U.S. Macro Policy to Federal Incarceration,/dataset.xhtml?persistentId=doi:10.7910/DVN/NS3NMH
"Replication Data for: ""The Rich are Different from You and Me"": College Socialization and the Economic Views of Affluent Americans",/dataset.xhtml?persistentId=doi:10.7910/DVN/FS90RJ
"Replication Data for: Inequality, labor market segmentation, and preferences for redistribution",/dataset.xhtml?persistentId=doi:10.7910/DVN/KL7J6Z
Replication Data for: Navigating the Range of Statistical Tools for Inferential Network Analysis,/dataset.xhtml?persistentId=doi:10.7910/DVN/2XP8YF
Replication Data for: Constitutional Qualms or Politics as Usual? The Factors Shaping Public Support for Unilateral Action,/dataset.xhtml?persistentId=doi:10.7910/DVN/DSDNX6
Replication Data for: Can Political Inequalities be Educated Away? Evidence from a Large-scale Reform,/dataset.xhtml?persistentId=doi:10.7910/DVN/STOQ1Q
"Replication Data for: Small Aggregates, Big Manipulation: Vote Buying Enforcement and Collective Monitoring",/dataset.xhtml?persistentId=doi:10.7910/DVN/K6ZOOW
"Replication data for: False Consciousness or Class Awareness? Local Income Inequality, Personal Economic Position, and Belief in American Meritocracy",/dataset.xhtml?persistentId=doi:10.7910/DVN/26584
"Replication Data for: MNCs, Rents, and Corruption: Evidence from China",/dataset.xhtml?persistentId=doi:10.7910/DVN/VT4KJA
Replication Data for: Intuitive Ethics and Political Orientations: Testing Moral Foundations as a Theory of Political Ideology,/dataset.xhtml?persistentId=doi:10.7910/DVN/WTUGFZ
Replication Data for: Does Race Affect Access to Government Services? An Experiment Exploring Street-Level Bureaucrats and Access to Public Housing,/dataset.xhtml?persistentId=doi:10.7910/DVN/1HOVTU
Replication Data for: The Deservingness Heuristic and The Politics of Health Care,/dataset.xhtml?persistentId=doi:10.7910/DVN/TIXGF8
Replication Data for: (How) Can We Estimate the Ideology of Citizens and Political Elites on the Same Scale?,/dataset.xhtml?persistentId=doi:10.7910/DVN/IIYGGX
Replication Data for: No Compromise: Political Consequences of Moralized Attitudes,/dataset.xhtml?persistentId=doi:10.7910/DVN/QUHIIE
Replication Data for: Corruption as a Self-Fulfilling Prophecy: Evidence from a Survey Experiment in Costa Rica,/dataset.xhtml?persistentId=doi:10.7910/DVN/8GEYKS
Replication Data for: The Causal Effects of Elite Position-Taking on Voter Attitudes: Field Experiments with Elite Communication,/dataset.xhtml?persistentId=doi:10.7910/DVN/YZQTAH
Replication Data for: The Fiscal Roots of Financial Underdevelopment ,/dataset.xhtml?persistentId=doi:10.7910/DVN/WVQ10L
Replication Data for:  Loose Cannons or Loyal Foot Soldiers? Toward a More Complex Theory of Interest Group Advertising Strategies,/dataset.xhtml?persistentId=doi:10.7910/DVN/03MTMJ
Replication Data for: Endogenous Credible Commitment and Party Competition Over Redistribution Under Alternative Electoral Institutions,/dataset.xhtml?persistentId=doi:10.7910/DVN/TMTCZD
Replication Data for: Do Constitutional Rights Make a Difference?,/dataset.xhtml?persistentId=doi:10.7910/DVN/NC06GQ
Replication Data for: Electoral Rule Disproportionality and Platform Polarization,/dataset.xhtml?persistentId=doi:10.7910/DVN/OX5CZF
Replication Data for: The Hostile Audience: The Effect of Access to Broadband Internet on Partisan Affect,/dataset.xhtml?persistentId=doi:10.7910/DVN/W1YJZQ
Replication Data for: Conspiracy Endorsement as Motivated Reasoning: The Moderating Roles of Political Knowledge and Trust,/dataset.xhtml?persistentId=doi:10.7910/DVN/O3A06T
Replication Data for: Bias and Overconfidence in Parametric Models of Interactive Processes,/dataset.xhtml?persistentId=doi:10.7910/DVN/AIRCBB
Replication Data for: Immigration Attitudes and Support for the Welfare State in the American Mass Public,/dataset.xhtml?persistentId=doi:10.7910/DVN/WTURMZ
Replication Data for: The Company You Keep: How Voters Infer Party Positions on European Integration from Governing Coalition Arrangements,/dataset.xhtml?persistentId=doi:10.7910/DVN/OCUJ2F
Replication Data for: Death & Turnout: The Human Costs of War and Voter Participation in Democracies,/dataset.xhtml?persistentId=doi:10.7910/DVN/BLXMCY
Replication Data for: The Politics of Judicial Procedures: The Role of Public Oral Hearings in the German Constitutional Court,/dataset.xhtml?persistentId=doi:10.7910/DVN/HPB1CA
Replication Data for: Preaching To The Choir: Americans Prefer Communicating To Copartisan Elected Officials,/dataset.xhtml?persistentId=doi:10.7910/DVN/7D48YB
Replication Data for: Segregation and Inequality in Public Goods,/dataset.xhtml?persistentId=doi:10.7910/DVN/4LZXTY
Replication Data for: Experiential Learning and Presidential Management of the U.S. Federal Bureaucracy: Logic and Evidence from Agency Leadership Appointments,/dataset.xhtml?persistentId=doi:10.7910/DVN/E9UQ0S
Replication Data for: Are Voters Equal under Proportional Representation?,/dataset.xhtml?persistentId=doi:10.7910/DVN/OJCQ5O
Replication Data for: Does Compulsory Voting Increase Support for Leftist Policy?,/dataset.xhtml?persistentId=doi:10.7910/DVN/29591
Replication Data for: When Governments Regulate Governments,/dataset.xhtml?persistentId=doi:10.7910/DVN/INXGMT
Replication Data for: Electoral Backlash against Climate Policy: A Natural Experiment on Retrospective Voting and Local Resistance to Public Policy,/dataset.xhtml?persistentId=doi:10.7910/DVN/SDUGCC
"Replication Data for: The Dynamics of State Policy Liberalism, 1936--2014",/dataset.xhtml?persistentId=doi:10.7910/DVN/ZXZMJB
Replication Data for: Polarization and the Decline of the American Floating Voter,/dataset.xhtml?persistentId=doi:10.7910/DVN/4FCVUR
Replication Data for: Veto Rhetoric and Legislative Riders,/dataset.xhtml?persistentId=doi:10.7910/DVN/SPXP04
Replication Data for: Who Inherits the State? Colonial Rule and Postcolonial Conflict,/dataset.xhtml?persistentId=doi:10.7910/DVN/GKASQ5
Structural Topic Models for Open-Ended Survey Responses,/dataset.xhtml?persistentId=doi:10.7910/DVN/29405
"Replication Data for: Ideology, Learning, and Policy Diffusion:  Experimental Evidence",/dataset.xhtml?persistentId=doi:10.7910/DVN/UPSRNO
Replication Data for: Voter Buying: Shaping the Electorate through Clientelism,/dataset.xhtml?persistentId=doi:10.7910/DVN/9OOLQ7
Replication Data for: Turnout Across Democracies,/dataset.xhtml?persistentId=doi:10.7910/DVN/9TPNOT
Replication Data for: The Externalities of Inequality: Fear of Crime and Preferences for Redistribution in Western Europe,/dataset.xhtml?persistentId=doi:10.7910/DVN/RIOEAY
Replication Data for: Is Voting Habit Forming? New Evidence from Experiments and Regression Discontinuities,/dataset.xhtml?persistentId=doi:10.7910/DVN/ALZVAW
"Replication Data for: Terrorism, Dynamic Commitment Problems, and Military Conflict",/dataset.xhtml?persistentId=doi:10.7910/DVN/UJN9C3
"Replication Data for: Policy Attitudes in Institutional Context: Rules, Uncertainty, and the Mass Politics of Public Investment",/dataset.xhtml?persistentId=doi:10.7910/DVN/KAQVNP
Replication Data for: The Logic of Collective Inaction: Senatorial Delay in Executive Nominations,/dataset.xhtml?persistentId=doi:10.7910/DVN/IYZWUD
Replication Data for: An Empirical Validation Study of Popular Survey Methodologies for Sensitive Questions,/dataset.xhtml?persistentId=doi:10.7910/DVN/29911
Replication Data for: How Politicians Discount the Opinions of Constituents with Whom They Disagree,/dataset.xhtml?persistentId=doi:10.7910/DVN/MIXK94
Replication Data for: Sources of Authoritarian Responsiveness: A Field Experiment in China,/dataset.xhtml?persistentId=doi:10.7910/DVN/UMIBSL
"Replication Data for: IMF Conditionality, Government Partisanship, & the Progress of Economic Reforms",/dataset.xhtml?persistentId=doi:10.7910/DVN/193ZDD
Replication Data for: Dynamic Pie: A Strategy for Modeling Trade-Offs in Compositional Variables Over Time,/dataset.xhtml?persistentId=doi:10.7910/DVN/MJSMJB
Replication Data for: When Are Monetary Policy Preferences Egocentric? Evidence from American Surveys and an Experiment,/dataset.xhtml?persistentId=doi:10.7910/DVN/MWNBXO
Replication Data for: Decomposing Audience Costs: Bringing the Audience Back into Audience Cost Theory,/dataset.xhtml?persistentId=doi:10.7910/DVN/WCH6ZH
Replication Data for: Leader Incentives and Civil War Outcomes,/dataset.xhtml?persistentId=doi:10.7910/DVN/CJMKGX
Replication Data for: Backing Out or Backing In? Commitment and Consistency in Audience Costs Theory,/dataset.xhtml?persistentId=doi:10.7910/DVN/5HEB4I
Replication Data for: Breaking the Glass Ceiling: Local Gender-Based Earnings Inequality and Women's Belief in the American Dream,/dataset.xhtml?persistentId=doi:10.7910/DVN/RPD7KA
Replication Data for: A Closer Look at Reporting Bias in Conflict Event Data,/dataset.xhtml?persistentId=doi:10.7910/DVN/AXI6U1
Replication Data for: Signaling and Counter-Signaling in the Judicial Hierarchy: An Empirical Analysis of En Banc Review,/dataset.xhtml?persistentId=doi:10.7910/DVN/2EJIZJ
Replication data for: Conspiracy Theories and the Paranoid Style(s) of Mass Opinion,/dataset.xhtml?persistentId=doi:10.7910/DVN/22976
Replication data for: The Effects of Structures and Power on State Bargaining Strategies,/dataset.xhtml?persistentId=hdl:1902.1/18366
Replication data for: Appropriators not Position Takers: The Distorting Effects of Electoral Incentives on Congressional Representation,/dataset.xhtml?persistentId=hdl:1902.1/18602
Replication data for: Elections and Democratization in Authoritarian Regimes,/dataset.xhtml?persistentId=hdl:1902.1/18692
Replication data for: Behind the Curve: Clarifying the Best Approach to Calculating Predicted Probabilities and Marginal Effects from Limited Dependent Variable Models,/dataset.xhtml?persistentId=hdl:1902.1/18542
Replication data for: Political Quid Pro Quo Agreements: An Experimental Study,/dataset.xhtml?persistentId=hdl:1902.1/18689
Replication data for: Measuring Ethnic Voting: Do Proportional Electoral Laws Politicize Ethnicity?,/dataset.xhtml?persistentId=hdl:1902.1/18516
Replication data for: Heuristics Behaving Badly: Party Cues and Voter Knowledge,/dataset.xhtml?persistentId=hdl:1902.1/18481
Replication data for: How many countries for multilevel modeling? A comparison of Frequentist and Bayesian approaches.,/dataset.xhtml?persistentId=hdl:1902.1/18628
"Replication data for: War, the Presidency, and Legislative Voting Behavior",/dataset.xhtml?persistentId=hdl:1902.1/18254
Replication data for: An Effective Approach to the Repeated Cross-Sectional Design,/dataset.xhtml?persistentId=doi:10.7910/DVN1/22651
Replication data for: Do Primaries Improve Electoral Performance? Clientelism and Intra-Party Conflict in Ghana,/dataset.xhtml?persistentId=hdl:1902.1/18432
Replication data for: Ideology and Interests in the Political Marketplace,/dataset.xhtml?persistentId=hdl:1902.1/18572
"Replication data for: Political Competition, Path Dependence, and the Strategy of Sustainable Energy Transitions",/dataset.xhtml?persistentId=hdl:1902.1/18803
Replication data for: Deep Interactions with MRP: Election Turnout and Voting Patterns Among Small Electoral Subgroups,/dataset.xhtml?persistentId=hdl:1902.1/18580
Replication data for: On the Ideological Foundations of Supreme Court Legitimacy in the American Public,/dataset.xhtml?persistentId=hdl:1902.1/18358
Replication data for: Organizational Structure and the Optimal Design of Policymaking Panels: Evidence from Consensus Group Commission's Revenue Forecasts in the American States,/dataset.xhtml?persistentId=hdl:1902.1/18468
Replication data for: Actor Fragmentation and Civil War Bargaining: How Internal Divisions Generate Civil Conflict,/dataset.xhtml?persistentId=hdl:1902.1/18583
Replication data for: Political Homophily and Collaboration in Regional Planning Networks,/dataset.xhtml?persistentId=hdl:1902.1/19008
Replication data for: Political Parties and Representation of the Poor in the American States,/dataset.xhtml?persistentId=hdl:1902.1/18876
Replication data for: When are Women More Effective Lawmakers Than Men?,/dataset.xhtml?persistentId=hdl:1902.1/18911
Replication data for: What Drives the Swing Voter in Africa?,/dataset.xhtml?persistentId=hdl:1902.1/19188
Replication data for: Economic Explanations for Opposition to Immigration: Distinguishing between Prevalence and Conditional Impact,/dataset.xhtml?persistentId=hdl:1902.1/18882
Replication data for: Do Perceptions of Ballot Secrecy Influence Turnout? Results from a Field Experiment,/dataset.xhtml?persistentId=hdl:1902.1/19465
Replication data for: Black Politicians Are More Intrinsically Motivated To Advance Blacks’ Interests: A Field Experiment Manipulating Political Incentives,/dataset.xhtml?persistentId=hdl:1902.1/19187
Replication data for: The Institutional Basis of Intercommunal Order: Evidence from Indonesia's Democratic Transition,/dataset.xhtml?persistentId=hdl:1902.1/18943
Replication data for: Fight the Youth: Youth Bulges and State Repression,/dataset.xhtml?persistentId=hdl:1902.1/18981
Replication data for: Religious Participation and Economic Conservatism,/dataset.xhtml?persistentId=hdl:1902.1/18964
Replication data for: Why Do Partisan Media Polarize Viewers?,/dataset.xhtml?persistentId=hdl:1902.1/18867
Replication data for: Acculturating Contexts and Anglo Opposition to Immigration in the United States,/dataset.xhtml?persistentId=hdl:1902.1/18846
Replication data for: Substituting the End for the Whole: Why Voters Respond Primarily to the Election-Year Economy,/dataset.xhtml?persistentId=hdl:1902.1/21396
Replication data for: Antigovernment Networks in Civil Conflicts: How Network Structures Affect Conflictual Behavior,/dataset.xhtml?persistentId=hdl:1902.1/20465
Replication data for: Mapping the Ideological Marketplace,/dataset.xhtml?persistentId=hdl:1902.1/21684
Replication data for: The Better Angels of Our Nature: How the Anti-Prejudice Norm Affects Policy and Party Preferences in Great Britain and Germany,/dataset.xhtml?persistentId=hdl:1902.1/20295
Replication data for: Does Choice Bring Loyalty? Electoral Participation and the Development of Party Identification,/dataset.xhtml?persistentId=hdl:1902.1/21380
