title,href,filename,file_href
Replication Data for: Priorities for Preventive Action: Explaining Americans' Divergent Reactions to 100 Public Risks,/dataset.xhtml?persistentId=doi:10.7910/DVN/ZSJA25,Risk_Code_IndexIJK.do,/file.xhtml?persistentId=doi:10.7910/DVN/ZSJA25/TXQIZL&version=1.0
Replication Data for: Lost in Aggregation: Improving Event Analysis with Report-Level Data,/dataset.xhtml?persistentId=doi:10.7910/DVN/OOIEAO,application_data_prep.R,/file.xhtml?persistentId=doi:10.7910/DVN/OOIEAO/ALZHUK&version=1.0
Replication Data for: Lost in Aggregation: Improving Event Analysis with Report-Level Data,/dataset.xhtml?persistentId=doi:10.7910/DVN/OOIEAO,Codebook_LostInAggregation.pdf,/file.xhtml?persistentId=doi:10.7910/DVN/OOIEAO/LOFHGG&version=1.0
Replication Data for: Lost in Aggregation: Improving Event Analysis with Report-Level Data,/dataset.xhtml?persistentId=doi:10.7910/DVN/OOIEAO,README_LostInAggregation_08262018.txt,/file.xhtml?persistentId=doi:10.7910/DVN/OOIEAO/OOK0SI&version=1.0
Replication Data for: Lost in Aggregation: Improving Event Analysis with Report-Level Data,/dataset.xhtml?persistentId=doi:10.7910/DVN/OOIEAO,reportasX_maintext_rmse_figure6.pdf,/file.xhtml?persistentId=doi:10.7910/DVN/OOIEAO/TJIGAX&version=1.0
Replication Data for: Lost in Aggregation: Improving Event Analysis with Report-Level Data,/dataset.xhtml?persistentId=doi:10.7910/DVN/OOIEAO,reportasY_maintext_rmse_figure3.pdf,/file.xhtml?persistentId=doi:10.7910/DVN/OOIEAO/GLMXYZ&version=1.0
Replication Data for: Lost in Aggregation: Improving Event Analysis with Report-Level Data,/dataset.xhtml?persistentId=doi:10.7910/DVN/OOIEAO,reportasY_maintext_rmse_figure4.pdf,/file.xhtml?persistentId=doi:10.7910/DVN/OOIEAO/MKMTF1&version=1.0
Replication Data for: Lost in Aggregation: Improving Event Analysis with Report-Level Data,/dataset.xhtml?persistentId=doi:10.7910/DVN/OOIEAO,reports-20180611.tab,/file.xhtml?persistentId=doi:10.7910/DVN/OOIEAO/QMXK7O&version=1.0
Replication Data for: Lost in Aggregation: Improving Event Analysis with Report-Level Data,/dataset.xhtml?persistentId=doi:10.7910/DVN/OOIEAO,report_data_stata.tab,/file.xhtml?persistentId=doi:10.7910/DVN/OOIEAO/7AKYOQ&version=1.0
Replication Data for: Lost in Aggregation: Improving Event Analysis with Report-Level Data,/dataset.xhtml?persistentId=doi:10.7910/DVN/OOIEAO,SectionIII_Application.do,/file.xhtml?persistentId=doi:10.7910/DVN/OOIEAO/S4OZIM&version=1.0
Replication Data for: Lost in Aggregation: Improving Event Analysis with Report-Level Data,/dataset.xhtml?persistentId=doi:10.7910/DVN/OOIEAO,SectionIII_Sims.do,/file.xhtml?persistentId=doi:10.7910/DVN/OOIEAO/IZIWTC&version=1.0
Replication Data for: Building Cooperation Among Groups in Conflict: An Experiment on Intersectarian Cooperation in Lebanon,/dataset.xhtml?persistentId=doi:10.7910/DVN/CQXHTH,AFINN-111.txt,/file.xhtml?persistentId=doi:10.7910/DVN/CQXHTH/HT1XLJ&version=1.0
Replication Data for: Building Cooperation Among Groups in Conflict: An Experiment on Intersectarian Cooperation in Lebanon,/dataset.xhtml?persistentId=doi:10.7910/DVN/CQXHTH,AJPS replication tables and figures.do,/file.xhtml?persistentId=doi:10.7910/DVN/CQXHTH/RBXVFY&version=1.0
Replication Data for: Building Cooperation Among Groups in Conflict: An Experiment on Intersectarian Cooperation in Lebanon,/dataset.xhtml?persistentId=doi:10.7910/DVN/CQXHTH,ajps_lebanon_raw_wide.tab,/file.xhtml?persistentId=doi:10.7910/DVN/CQXHTH/HTQDMI&version=1.0
Replication Data for: Building Cooperation Among Groups in Conflict: An Experiment on Intersectarian Cooperation in Lebanon,/dataset.xhtml?persistentId=doi:10.7910/DVN/CQXHTH,ajps_replication_long.dta,/file.xhtml?persistentId=doi:10.7910/DVN/CQXHTH/JAZAJK&version=1.0
Replication Data for: Building Cooperation Among Groups in Conflict: An Experiment on Intersectarian Cooperation in Lebanon,/dataset.xhtml?persistentId=doi:10.7910/DVN/CQXHTH,ajps_replication_long.tab,/file.xhtml?persistentId=doi:10.7910/DVN/CQXHTH/UGSMIP&version=1.0
Replication Data for: Building Cooperation Among Groups in Conflict: An Experiment on Intersectarian Cooperation in Lebanon,/dataset.xhtml?persistentId=doi:10.7910/DVN/CQXHTH,AJPS_replication_R_datashaping.R,/file.xhtml?persistentId=doi:10.7910/DVN/CQXHTH/VNWXPA&version=1.0
Replication Data for: Building Cooperation Among Groups in Conflict: An Experiment on Intersectarian Cooperation in Lebanon,/dataset.xhtml?persistentId=doi:10.7910/DVN/CQXHTH,ajps_replication_wide.dta,/file.xhtml?persistentId=doi:10.7910/DVN/CQXHTH/JUBKP0&version=1.0
Replication Data for: Building Cooperation Among Groups in Conflict: An Experiment on Intersectarian Cooperation in Lebanon,/dataset.xhtml?persistentId=doi:10.7910/DVN/CQXHTH,ajps_replication_wide.tab,/file.xhtml?persistentId=doi:10.7910/DVN/CQXHTH/B8I2FJ&version=1.0
Replication Data for: Building Cooperation Among Groups in Conflict: An Experiment on Intersectarian Cooperation in Lebanon,/dataset.xhtml?persistentId=doi:10.7910/DVN/CQXHTH,arab_barometer_w3_lebanon.dta,/file.xhtml?persistentId=doi:10.7910/DVN/CQXHTH/YF3EA1&version=1.0
Replication Data for: Building Cooperation Among Groups in Conflict: An Experiment on Intersectarian Cooperation in Lebanon,/dataset.xhtml?persistentId=doi:10.7910/DVN/CQXHTH,arab_barometer_w4_lebanon.dta,/file.xhtml?persistentId=doi:10.7910/DVN/CQXHTH/TXCHLR&version=1.0
Replication Data for: No Harm in Checking: Using Factual Manipulation Checks to Assess Attentiveness in Experiments,/dataset.xhtml?persistentId=doi:10.7910/DVN/GSQG1K,No Harm in Checking_ReadME.txt,/file.xhtml?persistentId=doi:10.7910/DVN/GSQG1K/TTRAQU&version=1.0
Replication Data for: No Harm in Checking: Using Factual Manipulation Checks to Assess Attentiveness in Experiments,/dataset.xhtml?persistentId=doi:10.7910/DVN/GSQG1K,NoHarm_Codebook.pdf,/file.xhtml?persistentId=doi:10.7910/DVN/GSQG1K/EUQPIW&version=1.0
Replication Data for: No Harm in Checking: Using Factual Manipulation Checks to Assess Attentiveness in Experiments,/dataset.xhtml?persistentId=doi:10.7910/DVN/GSQG1K,NoHarm_ContentAnalysis_Articles.tab,/file.xhtml?persistentId=doi:10.7910/DVN/GSQG1K/QTMRJK&version=1.0
Replication Data for: No Harm in Checking: Using Factual Manipulation Checks to Assess Attentiveness in Experiments,/dataset.xhtml?persistentId=doi:10.7910/DVN/GSQG1K,NoHarm_ContentAnalysis_Supplemental Appendices.tab,/file.xhtml?persistentId=doi:10.7910/DVN/GSQG1K/WV6DVE&version=1.0
Replication Data for: No Harm in Checking: Using Factual Manipulation Checks to Assess Attentiveness in Experiments,/dataset.xhtml?persistentId=doi:10.7910/DVN/GSQG1K,NoHarm_Replication.do,/file.xhtml?persistentId=doi:10.7910/DVN/GSQG1K/K17U29&version=1.0
Replication Data for: No Harm in Checking: Using Factual Manipulation Checks to Assess Attentiveness in Experiments,/dataset.xhtml?persistentId=doi:10.7910/DVN/GSQG1K,NoHarm_Study1_StudentLoans.tab,/file.xhtml?persistentId=doi:10.7910/DVN/GSQG1K/YRRQZU&version=1.0
Replication Data for: No Harm in Checking: Using Factual Manipulation Checks to Assess Attentiveness in Experiments,/dataset.xhtml?persistentId=doi:10.7910/DVN/GSQG1K,NoHarm_Study2_KKK.tab,/file.xhtml?persistentId=doi:10.7910/DVN/GSQG1K/0SDLV8&version=1.0
Replication Data for: No Harm in Checking: Using Factual Manipulation Checks to Assess Attentiveness in Experiments,/dataset.xhtml?persistentId=doi:10.7910/DVN/GSQG1K,NoHarm_Study3_Disease.tab,/file.xhtml?persistentId=doi:10.7910/DVN/GSQG1K/226167&version=1.0
Replication Data for: No Harm in Checking: Using Factual Manipulation Checks to Assess Attentiveness in Experiments,/dataset.xhtml?persistentId=doi:10.7910/DVN/GSQG1K,NoHarm_Study4a_Probation.tab,/file.xhtml?persistentId=doi:10.7910/DVN/GSQG1K/IBIQRI&version=1.0
Replication Data for: No Harm in Checking: Using Factual Manipulation Checks to Assess Attentiveness in Experiments,/dataset.xhtml?persistentId=doi:10.7910/DVN/GSQG1K,NoHarm_Study4b_Probation.tab,/file.xhtml?persistentId=doi:10.7910/DVN/GSQG1K/POP1IN&version=1.0
"Replication Data for: Making Bureaucracy Work: Patronage Networks, Performance Incentives, and Economic Development in China",/dataset.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE,(FUN) cleanup.R,/file.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE/G1PYNC&version=1.0
"Replication Data for: Making Bureaucracy Work: Patronage Networks, Performance Incentives, and Economic Development in China",/dataset.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE,(FUN) corefunctions.R,/file.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE/3M3WEA&version=1.0
"Replication Data for: Making Bureaucracy Work: Patronage Networks, Performance Incentives, and Economic Development in China",/dataset.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE,(FUN)_datatool.R,/file.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE/HEKXRF&version=1.0
"Replication Data for: Making Bureaucracy Work: Patronage Networks, Performance Incentives, and Economic Development in China",/dataset.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE,(RCODE)_performance_to_promotion.R,/file.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE/2O7TC3&version=1.0
"Replication Data for: Making Bureaucracy Work: Patronage Networks, Performance Incentives, and Economic Development in China",/dataset.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE,(RCODE)_produce_citypanel_base.R,/file.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE/LGBC1E&version=1.0
"Replication Data for: Making Bureaucracy Work: Patronage Networks, Performance Incentives, and Economic Development in China",/dataset.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE,(RCODE)_produce_validation_data.R,/file.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE/OJMGWI&version=1.0
"Replication Data for: Making Bureaucracy Work: Patronage Networks, Performance Incentives, and Economic Development in China",/dataset.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE,(RCODE)_visualization.R,/file.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE/30D9VN&version=1.0
"Replication Data for: Making Bureaucracy Work: Patronage Networks, Performance Incentives, and Economic Development in China",/dataset.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE,(WKSPACE) data_for_validation.RData,/file.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE/A9P7CB&version=1.0
"Replication Data for: Making Bureaucracy Work: Patronage Networks, Performance Incentives, and Economic Development in China",/dataset.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE,base1106.csv,/file.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE/RWQFTF&version=1.0
"Replication Data for: Making Bureaucracy Work: Patronage Networks, Performance Incentives, and Economic Development in China",/dataset.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE,citypanel_base.tab,/file.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE/I6FNRN&version=1.0
Replication Data for: All Male Panels? Representation and Democratic Legitimacy,/dataset.xhtml?persistentId=doi:10.7910/DVN/7190MT,AntiFemCESS.tab,/file.xhtml?persistentId=doi:10.7910/DVN/7190MT/ADOZOH&version=1.0
Replication Data for: All Male Panels? Representation and Democratic Legitimacy,/dataset.xhtml?persistentId=doi:10.7910/DVN/7190MT,CCES.tab,/file.xhtml?persistentId=doi:10.7910/DVN/7190MT/9MLPBI&version=1.0
Replication Data for: All Male Panels? Representation and Democratic Legitimacy,/dataset.xhtml?persistentId=doi:10.7910/DVN/7190MT,"Codebook for Clayton, OBrien, Piscopo .pdf",/file.xhtml?persistentId=doi:10.7910/DVN/7190MT/5OQUNH&version=1.0
Replication Data for: All Male Panels? Representation and Democratic Legitimacy,/dataset.xhtml?persistentId=doi:10.7910/DVN/7190MT,Extension.tab,/file.xhtml?persistentId=doi:10.7910/DVN/7190MT/7LCHL3&version=1.0
Replication Data for: All Male Panels? Representation and Democratic Legitimacy,/dataset.xhtml?persistentId=doi:10.7910/DVN/7190MT,FinalCodeCCES.R,/file.xhtml?persistentId=doi:10.7910/DVN/7190MT/J90VMT&version=1.0
Replication Data for: All Male Panels? Representation and Democratic Legitimacy,/dataset.xhtml?persistentId=doi:10.7910/DVN/7190MT,FinalCodeMTurk.R,/file.xhtml?persistentId=doi:10.7910/DVN/7190MT/FUL2QC&version=1.0
Replication Data for: All Male Panels? Representation and Democratic Legitimacy,/dataset.xhtml?persistentId=doi:10.7910/DVN/7190MT,MTurkData.tab,/file.xhtml?persistentId=doi:10.7910/DVN/7190MT/3P71AQ&version=1.0
Replication Data for: All Male Panels? Representation and Democratic Legitimacy,/dataset.xhtml?persistentId=doi:10.7910/DVN/7190MT,NoPromptRobust.tab,/file.xhtml?persistentId=doi:10.7910/DVN/7190MT/L2JNFJ&version=1.0
Replication Data for: All Male Panels? Representation and Democratic Legitimacy,/dataset.xhtml?persistentId=doi:10.7910/DVN/7190MT,"READ ME file for Clayton, OBrien, Piscopo.pdf",/file.xhtml?persistentId=doi:10.7910/DVN/7190MT/YEQOYN&version=1.0
Replication Data for: All Male Panels? Representation and Democratic Legitimacy,/dataset.xhtml?persistentId=doi:10.7910/DVN/7190MT,Replication.tab,/file.xhtml?persistentId=doi:10.7910/DVN/7190MT/FBJWWJ&version=1.0
"Replication Data for: Hawks, Doves, and Peace: An Experimental Approach",/dataset.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ,China_DemilitarizationAgreement.do,/file.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ/F4HPUG&version=1.0
"Replication Data for: Hawks, Doves, and Peace: An Experimental Approach",/dataset.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ,China_DemilitarizationAgreement.tab,/file.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ/ICY3T0&version=1.0
"Replication Data for: Hawks, Doves, and Peace: An Experimental Approach",/dataset.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ,mattesweeksAJPS.do,/file.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ/VLEYHR&version=1.0
"Replication Data for: Hawks, Doves, and Peace: An Experimental Approach",/dataset.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ,mattesweeksAJPS.tab,/file.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ/RK8WDR&version=1.0
"Replication Data for: Hawks, Doves, and Peace: An Experimental Approach",/dataset.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ,MattesWeeks_Codebook.pdf,/file.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ/QIXD19&version=1.0
"Replication Data for: Hawks, Doves, and Peace: An Experimental Approach",/dataset.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ,readme.txt,/file.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ/KIT6NK&version=1.0
"Replication Data for: Hawks, Doves, and Peace: An Experimental Approach",/dataset.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ,Russia_Sanctions.do,/file.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ/DSXQQN&version=1.0
"Replication Data for: Hawks, Doves, and Peace: An Experimental Approach",/dataset.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ,Russia_Sanctions.tab,/file.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ/NTP7ET&version=1.0
"Replication Data for: Hawks, Doves, and Peace: An Experimental Approach",/dataset.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ,Russia_TroopWithdrawal.do,/file.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ/X5THWW&version=1.0
"Replication Data for: Hawks, Doves, and Peace: An Experimental Approach",/dataset.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ,Russia_TroopWithdrawal.tab,/file.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ/5WW2TN&version=1.0
Replication Data for: Public-Sector Unions and the Size of Government,/dataset.xhtml?persistentId=doi:10.7910/DVN/WGWMAV,AJPS Replication Code.do,/file.xhtml?persistentId=doi:10.7910/DVN/WGWMAV/CD2E6B&version=1.0
Replication Data for: Public-Sector Unions and the Size of Government,/dataset.xhtml?persistentId=doi:10.7910/DVN/WGWMAV,CBA_Coverage-1.tab,/file.xhtml?persistentId=doi:10.7910/DVN/WGWMAV/V64DEL&version=1.0
Replication Data for: Public-Sector Unions and the Size of Government,/dataset.xhtml?persistentId=doi:10.7910/DVN/WGWMAV,CBA_Coverage.tab,/file.xhtml?persistentId=doi:10.7910/DVN/WGWMAV/GMHXOX&version=1.0
Replication Data for: Public-Sector Unions and the Size of Government,/dataset.xhtml?persistentId=doi:10.7910/DVN/WGWMAV,Codebook.pdf,/file.xhtml?persistentId=doi:10.7910/DVN/WGWMAV/GGND0S&version=1.0
Replication Data for: Public-Sector Unions and the Size of Government,/dataset.xhtml?persistentId=doi:10.7910/DVN/WGWMAV,Data Appendix.pdf,/file.xhtml?persistentId=doi:10.7910/DVN/WGWMAV/EL7MFV&version=1.0
Replication Data for: Public-Sector Unions and the Size of Government,/dataset.xhtml?persistentId=doi:10.7910/DVN/WGWMAV,Paglayan Dataset-1.tab,/file.xhtml?persistentId=doi:10.7910/DVN/WGWMAV/LZECPR&version=1.0
Replication Data for: Public-Sector Unions and the Size of Government,/dataset.xhtml?persistentId=doi:10.7910/DVN/WGWMAV,Paglayan Dataset.tab,/file.xhtml?persistentId=doi:10.7910/DVN/WGWMAV/3UHTLP&version=1.0
Replication Data for: Public-Sector Unions and the Size of Government,/dataset.xhtml?persistentId=doi:10.7910/DVN/WGWMAV,Readme.txt,/file.xhtml?persistentId=doi:10.7910/DVN/WGWMAV/X2KCRX&version=1.0
Replication Data for: Public-Sector Unions and the Size of Government,/dataset.xhtml?persistentId=doi:10.7910/DVN/WGWMAV,UScoord.tab,/file.xhtml?persistentId=doi:10.7910/DVN/WGWMAV/6WP7LO&version=1.0
Replication Data for: An Equivalence Approach to Balance and Placebo Tests,/dataset.xhtml?persistentId=doi:10.7910/DVN/RYNSDG,blattman_annan_replication.tab,/file.xhtml?persistentId=doi:10.7910/DVN/RYNSDG/AZPDPW&version=1.0
Replication Data for: An Equivalence Approach to Balance and Placebo Tests,/dataset.xhtml?persistentId=doi:10.7910/DVN/RYNSDG,codebook.pdf,/file.xhtml?persistentId=doi:10.7910/DVN/RYNSDG/8DINRB&version=1.0
Replication Data for: An Equivalence Approach to Balance and Placebo Tests,/dataset.xhtml?persistentId=doi:10.7910/DVN/RYNSDG,dunning_nilekani_replication.tab,/file.xhtml?persistentId=doi:10.7910/DVN/RYNSDG/7GWYFK&version=1.0
Replication Data for: An Equivalence Approach to Balance and Placebo Tests,/dataset.xhtml?persistentId=doi:10.7910/DVN/RYNSDG,equivalence_replication_file.R,/file.xhtml?persistentId=doi:10.7910/DVN/RYNSDG/USRH25&version=1.0
Replication Data for: An Equivalence Approach to Balance and Placebo Tests,/dataset.xhtml?persistentId=doi:10.7910/DVN/RYNSDG,natural_experiment_papers.tab,/file.xhtml?persistentId=doi:10.7910/DVN/RYNSDG/CFLLCV&version=1.0
Replication Data for: An Equivalence Approach to Balance and Placebo Tests,/dataset.xhtml?persistentId=doi:10.7910/DVN/RYNSDG,permutation_simulations.RData,/file.xhtml?persistentId=doi:10.7910/DVN/RYNSDG/ADS6ZO&version=1.0
Replication Data for: An Equivalence Approach to Balance and Placebo Tests,/dataset.xhtml?persistentId=doi:10.7910/DVN/RYNSDG,readme.txt,/file.xhtml?persistentId=doi:10.7910/DVN/RYNSDG/CZHW59&version=1.0
Replication Data for: An Equivalence Approach to Balance and Placebo Tests,/dataset.xhtml?persistentId=doi:10.7910/DVN/RYNSDG,simul_equiv_vs_90CI_res.tab,/file.xhtml?persistentId=doi:10.7910/DVN/RYNSDG/KZGFE1&version=1.0
